,district,HouseType,Building,Object status,Location of the house,Object location,House type,The floor,Usable area,Land area,Parking,Year of reconstruction,Water,Transport,Energy efficiency of the building,Equipment,Lift,companyName,proximityIndex,Index,Built-up area,Store,Garage,Gas,Garden area,Year of approval,Swimming pool,Cena,Floor area,Indicator of energy efficiency of the building,Certificate of energy performance of the building,Barrier-free,Ceiling height,Housing costs,Number of flats,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,The date of the 1st inspection,The date of the 2nd inspection,Auction decree,Expert opinion.1,Pool area,Condition,Date of completion of construction,Soil construction,Sale start date,Inspection date,Inspection date to,Minimum purchase price,Share size,Number of owners,locationLat,locationLong,price,lokální plynové,heating_unknown,ústřední plynové,lokální tuhá paliva,jiné,lokální elektrické,ústřední tuhá paliva,ústřední elektrické,ústřední dálkové,podlahové,veřejná kanalizace,jímka,čov pro celý objekt,septik,garbage_unknown,trativod,230v,400v,electricity_unknown,120v,telecommunication_unknown,telefon,internet,kabelové rozvody,satelit,kabelová televize,ostatní,communication_unknown,asfaltová,neupravená,dlážděná,betonová,zpevněná,šotolina,štěrková,provize,právního,dph,poplatků,cena k jednání
13504,prostejov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,3 včetně 1 podzemního,250,1353.0,3.0,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,2178.555555555556,13957,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4417068,17.1665777,6000000,,,,True,,,,,True,,True,,,,,,,True,,,True,,,,,,,True,,,,,,,,True,,,,
631,tachov,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Centrum obce,Přízemní,1,111,507.0,,,Studna,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,RE/MAX Professional Partners,2883.214285714286,642,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7355218,12.9480931,1600000,,True,,,,,,,,,,,,,True,,True,,,,True,,,,,,,,True,,,,,,,,,,,
1673,domazlice,"pamatky-jine
",Smíšená,Před rekonstrukcí,,Centrum obce,Patrový,4 včetně 1 podzemního,4400,30901.0,25.0,1979.0,Dálkový vodovod,"Vlak, Silnice, Autobus",,Částečně,1.0,1. Chodská realitní kancelář v.o.s.,1236.5,1704,3430.0,350 m2,1.0,Plynovod,,,,,1500.0,,,,"4,0 m",,,,,,,,,,,,,,,,,,,,,,,,49.4022759,13.0025917,12000000,,,True,,,,,,,,True,,,,,,,True,,,,True,True,,,,,,True,,,,,,,,,,,
12973,vyskov,"rodinne-domy
",Cihlová,Před rekonstrukcí,Rohový,Centrum obce,Přízemní,2,120,223.0,,,Dálkový vodovod,,Třída G - Mimořádně nehospodárná,,,FRI reality,2794.8823529411766,13406,130.0,,1.0,Plynovod,93.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,49.2363526,16.9642969,1590000,,True,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
3451,beroun,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Patrový,2,150,280.0,,,Dálkový vodovod,Autobus,,,,RK PRINC,1693.923076923077,3548,180.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8734038,14.1057309,2980000,,True,,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
9726,usti-nad-orlici,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,3,163,562.0,2.0,,,,Třída G - Mimořádně nehospodárná,,,Homeland.cz,440.11764705882354,10047,102.0,1,1.0,,,1925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9047022,16.4372919,5800000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
11755,blansko,"rodinne-domy
",Smíšená,Dobrý,Samostatný,Okraj obce,Patrový,3 včetně 1 podzemního,142,479.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",,Částečně,0.0,Bidli,2572.470588235294,12137,479.0,20 m2,1.0,,1826.0,,,,142.0,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,49.5299009,16.6685228,7350000,True,,,True,,,,,,,,,,True,,,True,,,,,,True,,,,,,True,,,,,,,True,True,,,
5800,pribram,"rodinne-domy
",Dřevěná,Ve výstavbě,Samostatný,Polosamota,Patrový,2,126,1421.0,,,Místní zdroj,,Třída G - Mimořádně nehospodárná,,,TEAM realitních makléřů,1277.8181818181818,5985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6046057,14.2774188,6490000,,,,,,,,True,,,,True,,,,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
9117,chrudim,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Přízemní,2 včetně 1 podzemního,129,1133.0,2.0,2010.0,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,0.0,M&M reality,443.46153846153845,9418,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.890773,16.0340917,3990000,True,,,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
4981,nymburk,"rodinne-domy
",Smíšená,Dobrý,Samostatný,Klidná část obce,Patrový,3 včetně 1 podzemního,144,3772.0,3.0,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1342.5454545454545,5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1263785,15.2483253,12978000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
3816,kladno,"chaty
",Smíšená,Velmi dobrý,Samostatný,Klidná část obce,Přízemní,3 včetně 1 podzemního,60,349.0,1.0,,Dálkový vodovod,"Silnice, Autobus",,Částečně,,Zrealitky.cz,1848.5,3923,,1,,,,,,,49.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.1670509,14.0475535,2990000,,,,True,,,,,,,,True,,,,,True,,,,True,,,,,,,,True,,,,,,,True,True,,,
12539,brno-venkov,"chalupy
",Smíšená,Dobrý,Samostatný,Klidná část obce,Přízemní,2 včetně 1 podzemního,79,590.0,2.0,,Dálkový vodovod,Silnice,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1622.8181818181818,12963,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.404466,16.413603,2600000,,,,True,,,,,,,,True,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
9678,svitavy,"chalupy
",Smíšená,Před rekonstrukcí,Samostatný,Centrum obce,Přízemní,1 včetně 1 podzemního,123,560.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,GARANT - REALITNÍ KANCELÁŘ,1909.4166666666667,9999,221.0,1,1.0,Plynovod,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7114306,16.4805825,2418000,,,,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
2835,decin,"chaty
",Smíšená,Před rekonstrukcí,Samostatný,Okraj obce,Patrový,2,100,387.0,,,,Autobus,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,RE/MAX Living,2073.5454545454545,2906,72.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8010418,14.3353714,2500000,,True,,,,,,,,,,,,True,,,True,,,,True,,,,,,,,,,,,True,,,True,True,,,
4482,melnik,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Přízemní,,179,3570.0,5.0,,,"Dálnice, Silnice, Autobus",Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,,,TL Real,1350.857142857143,4615,,,1.0,,,2008.0,,,,"104,0 kWh/m^2 za rok",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.3239015,14.3949529,19890000,,,,,,True,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,True,True,True,
688,tachov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,3 včetně 1 podzemního,100,1007.0,2.0,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1042.8,701,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.668782,12.7754565,3990000,,,,True,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
6102,rakovnik,"rodinne-domy
",Dřevěná,Projekt,,,Přízemní,,112,112.0,,,,,Třída A - Mimořádně úsporná,1,,Modulární a Mobilní domy JM-OPTIK s.r.o.,1459.4615384615386,6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.140384,13.8732557,4900000,,,True,,,,,,,,,,,,True,,,True,,,True,,,,,,,True,,,,,,,,,,,,
12932,vyskov,"rodinne-domy
",Cihlová,V rekonstrukci,Řadový,,Přízemní,2 včetně 2 podzemních,146,142.0,,,Dálkový vodovod,"Vlak, Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,PROPERIA GROUP,1198.928571428571,13365,82.0,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1972856,16.8675827,5982000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,True,True,True,
4338,melnik,"rodinne-domy
",Cihlová,Novostavba,Samostatný,Centrum obce,Patrový,2,111,386.0,4.0,,Dálkový vodovod,"Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,1,,REALDOMUS s.r.o.,1255.0,4461,75.0,,,,,2015.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.2314733,14.3884273,10490000,,,,,,,,True,,,True,,,,,,True,,,,,,True,,,,,,,,,True,,,,,,,,
6320,praha-4,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,,Patrový,2,212,490.0,,,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,Částečně,,Coloseum 21,1087.571428571429,6519,212.0,,1.0,,,,,,200.0,"10,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,50.0254174,14.5039041,24999999,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,True,,,
5204,praha-zapad,"rodinne-domy
",Smíšená,Velmi dobrý,Řadový,Polosamota,Patrový,1,140,473.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,RE/MAX Ambassador,2396.133333333333,5361,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0935057,14.1797769,7250000,,True,,,,,,,,,,True,,True,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
14293,zlin,"rodinne-domy
",Cihlová,Ve výstavbě,Samostatný,,Přízemní,1,131,810.0,2.0,,Dálkový vodovod,,Třída C - Úsporná,,,Dumrealit.cz Development,2453.928571428572,14771,131.0,1,1.0,,,,,,131.0,"106,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,49.2770705,17.6248815,11059600,,,,,True,,,,,,,,True,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
571,sokolov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Centrum obce,Patrový,4 včetně 1 podzemního,228,836.0,,,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,,0.0,Agentura Jareal Praha,404.7857142857143,580,388.0,,,Plynovod,448.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,07.11.2022 12:07,,,,,50.117656,12.5307647,6685000,,,True,,,,,,,,True,,,,,,,True,,,,True,,,,,,,True,,True,True,,,,,,,,
15353,ostrava,"rodinne-domy
",Cihlová,Velmi dobrý,Řadový,Klidná část obce,Přízemní,1,240,307.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,,BO! reality a finance,894.9473684210526,15890,80.0,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.829193,18.1935568,8990000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
9897,usti-nad-orlici,"chaty
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,2,27,287.0,,,Dálkový vodovod,,,1,,eDO reality,244.8125,10221,17.0,10 m2,,,287.0,,,,44.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0018735,16.2229788,1299000,,,,True,,,,,,,,,,,,True,True,,,,True,,,,,,,True,,,,,,,,,,,,
15529,ostrava,"chaty
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,2,30,366.0,2.0,,Dálkový vodovod,"Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,1353.3529411764705,16072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.836067,18.3577911,1365000,,True,,,,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,True,,,,
7685,pisek,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Centrum obce,Přízemní,1,54,800.0,,,Studna,"Vlak, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,1,,RE/MAX 4 You II,1246.1764705882354,7954,54.0,,,,,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4597378,14.3614375,3950000,,,,,True,,,,,,,,,True,,,True,True,,,,,True,,,,,,,,,,True,,,,,,,
14034,uherske-hradiste,"projekty-na-klic
",Dřevěná,Ve výstavbě,Samostatný,,Patrový,2,93,1.0,,,,,Třída A - Mimořádně úsporná,,0.0,HOME 4 PEOPLE - Ready,314.1578947368421,14506,64.0,,,,,,,,93.0,"39,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,49.0253139,17.6464437,4928000,,,,,True,,,,,,,,,,True,,True,,,,True,,,,,,,True,,,,,,,,,,True,,
13633,sumperk,"rodinne-domy
",Smíšená,Před rekonstrukcí,Samostatný,Klidná část obce,Patrový,2,150,1866.0,,,,"Silnice, Autobus",,,,Realitní kancelář STING,2102.125,14089,202.0,,,"Individuální, Plynovod",,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0117002,17.090751,3490000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,True
5259,praha-zapad,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Centrum obce,Patrový,,632,813.0,,,"Místní zdroj, Dálkový vodovod, Studna",,Třída G - Mimořádně nehospodárná,1,,Century 21 Dream Praha,1617.85,5416,404.0,16 m2,,Plynovod,,2000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1296894,14.3334863,32900000,,,True,,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,True,,,,
10735,trutnov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,,Patrový,2 včetně 1 podzemního,164,389.0,1.0,2012.0,Dálkový vodovod,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,1,,NEXT REALITY MLADÁ BOLESLAV,526.7647058823529,11081,113.0,1,1.0,Plynovod,389.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.5125314,16.0154279,3990000,,,,True,,,,,,,,,,True,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
3310,benesov,"chaty
",Smíšená,Dobrý,Samostatný,Klidná část obce,Patrový,2,35,395.0,1.0,2022.0,,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,927.0666666666668,3403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8749494,14.8961333,2050000,,,,True,,,,,,,,,,,True,,True,,,,True,,,,,,,,,True,,,,,,,,,,
806,rokycany,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Přízemní,2 včetně 1 podzemního,80,1181.0,,,"Místní zdroj, Dálkový vodovod",,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,,NEXT REALITY,1708.428571428571,821,180.0,15 m2,1.0,,1000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.9128702,13.6316894,3490000,,,,,True,,,,,,True,,,True,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
6600,praha-6,"vily
",Smíšená,Velmi dobrý,Řadový,Rušná část obce,Patrový,4,462,610.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0,,NRG International Realty s.r.o.,952.85,6819,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0923077,14.3278293,42500000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
338,karlovy-vary,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Centrum obce,Patrový,,350,1227.0,1.0,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,1,,Planetareality,102.8,342,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,50.1741308,13.2545631,5890000,,,,True,,True,,,,,True,,,True,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
14361,bruntal,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,2,620,2300.0,,,Místní zdroj,"Silnice, Autobus",Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,,Realitní kancelář STING,2647.875,14844,320.0,,1.0,,,,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9255667,17.2262614,14990000,,,,,,,True,,,,,True,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
2220,louny,"rodinne-domy
",Smíšená,Po rekonstrukci,Řadový,Klidná část obce,Patrový,1,97,684.0,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,0,,ZOO REALITY,822.875,2271,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.28488,13.6623409,4800000,,True,,,,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,
12473,brno-venkov,"rodinne-domy
",Dřevěná,Dobrý,Samostatný,Klidná část obce,Patrový,,185,1621.0,,,"Místní zdroj, Studna","Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,PROPERIA GROUP,2448.176470588235,12894,125.0,80 m2,,Plynovod,472.0,,1.0,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,49.178027,16.4781548,13990000,,,,True,,True,,,,,True,,,,,,True,True,,,,,True,,,,,,True,,,,,,,True,True,,,True
3771,kladno,"rodinne-domy
",Cihlová,Novostavba,Samostatný,,Přízemní,1. podlaží,71,801.0,,,Dálkový vodovod,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,0,0.0,METROPOLIS Realitní kancelář,1276.8125,3874,125.0,,1.0,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.14635185,13.961422373898383,12800000,,,,,True,,,,,,,,,,True,,,True,,,True,,,,,,,True,,,,,,,,,,,,
163,cheb,"chaty
",Smíšená,Dobrý,,,Přízemní,,22,549.0,,,,,,,,Reala Lakomá,2214.3888888888887,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0600452,12.3932819,900000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
4095,kolin,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,Okraj obce,Přízemní,,225,882.0,1.0,,Místní zdroj,"Dálnice, Silnice, MHD, Autobus",Třída G - Mimořádně nehospodárná,0,,Realitní služby Simona Sedlárová,2693.25,4214,225.0,,,,403.0,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.065532,14.92981,5300000,,,,True,,True,,,,,True,,,,,,True,,,,,,True,,,,,True,,,,,,,,,,,,
7315,cesky-krumlov,"rodinne-domy
",Cihlová,Po rekonstrukci,Samostatný,Klidná část obce,Patrový,,265,1190.0,,,,,Třída G - Mimořádně nehospodárná,1,,HORŇÁK REALITY,1162.0588235294117,7567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7957309,14.311857,24950000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
14917,karvina,"rodinne-domy
",Cihlová,Novostavba,,Klidná část obce,Přízemní,1,85,900.0,1.0,,Dálkový vodovod,"Silnice, Autobus",Třída B - Velmi úsporná,Částečně,,Jakub Roman,1222.125,15431,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7520345,18.4828608,5970000,,,,True,,,,,,True,,,True,,,,True,True,,,,,True,,,,,,True,,,,,,,True,,,,
3572,beroun,"vily
",Cihlová,Novostavba,Samostatný,,Patrový,2,245,841.0,1.0,,,,Třída A - Mimořádně úsporná,,,FARAON reality,1581.8461538461538,3673,132.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9902622,14.2157311,24700000,True,,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
5344,praha-zapad,"rodinne-domy
",Cihlová,Po rekonstrukci,Řadový,,Patrový,2,146,333.0,1.0,,Dálkový vodovod,"Vlak, Dálnice, Silnice, MHD, Autobus",Třída D - Méně úsporná,Částečně,,Martin Tesárek - profesionální realitní makléř,1473.5882352941176,5503,91.0,,1.0,Plynovod,242.0,,,,124.0,"135,0 kWh/m^2 za rok",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0820234,14.2356926,12970000,True,,,,,,,,,,,,True,,,,True,,,,,True,True,,,,,,True,,,,,,,,,,,
7912,strakonice,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,3 včetně 1 podzemního,141,885.0,4.0,,"Místní zdroj, Dálkový vodovod","Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,578.0,8186,,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3757542,13.9446379,3800000,True,,,True,,,,,True,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
9041,chrudim,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,2 včetně 1 podzemního,120,375.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná,,0.0,Štěpánka Mimrová - Privátní makléřka,388.84615384615387,9341,,1,1.0,Plynovod,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.9628291,15.9149609,2500000,,,True,,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
7311,cesky-krumlov,"rodinne-domy
",Cihlová,Dobrý,V bloku,Centrum obce,Patrový,2,160,83.0,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0.0,RK Rondo,719.1666666666666,7563,,,,Plynovod,,,,,83.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,48.904746,14.3050133,4600000,,,True,,,,,,,,True,,,,,,True,True,,,True,,,,,,,True,,,,,,,,,,,,
5915,pribram,"rodinne-domy
",Cihlová,Velmi dobrý,Samostatný,Klidná část obce,Patrový,,130,1305.0,1.0,,"Dálkový vodovod, Studna","Vlak, Dálnice, Silnice, Autobus",Třída G - Mimořádně nehospodárná,,,České reality,535.4,6102,,1,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7779693,14.1682425,11380000,True,,,,,,,,,,True,,,,,,,,True,,True,,,,,,,,True,,,,,,,,,,,
14931,karvina,"rodinne-domy
",Cihlová,Před rekonstrukcí,Samostatný,,Patrový,2,219,1054.0,,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,,Kamila Ženčáková Kopecká - QARA s.r.o.,2142.470588235294,15447,200.0,65 m2,1.0,,858.0,,,,128.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.8942584,18.4605013,2600000,,,,,,,True,,,,,True,,,,,True,True,,,True,,,,,,,True,,,,,,,,,True,,,
10733,trutnov,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,,200,2097.0,1.0,,Místní zdroj,"Silnice, MHD",Třída G - Mimořádně nehospodárná,,,kupananas.cz,2419.0,11079,,,1.0,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5784502,15.7373043,3990000,True,,,,,,True,,,,True,,,,,,True,,,,True,,,,,,,,True,,,,,,,,,,,
7623,pisek,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Okraj obce,Přízemní,1,185,1288.0,,,Studna,Autobus,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0.0,Realitní kancelář Jan Matulka,1615.111111111111,7889,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.3265293,14.3378722,3950000,,,,,,,,True,,,,True,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
15133,novy-jicin,"chaty
",Smíšená,Dobrý,V bloku,Klidná část obce,Přízemní,,79,803.0,1.0,,Místní zdroj,"Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Částečně,0.0,M&M reality,2105.3636363636365,15660,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8003243,18.0474839,2280000,,,,True,,,,,,,,,,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,
4716,mlada-boleslav,"rodinne-domy
",Cihlová,Velmi dobrý,,,Patrový,,260,1030.0,1.0,,,,,,,Jiří Ulman - RealityMates,1572.421052631579,4857,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.451351,14.9101847,18500000,,True,,,,,,,,,,,,,True,,,,True,,True,,,,,,,True,,,,,,,,,,,,
11565,semily,"rodinne-domy
",Cihlová,Dobrý,Samostatný,Klidná část obce,Patrový,2 včetně 1 podzemního,160,385.0,1.0,,Dálkový vodovod,"Vlak, Silnice, Autobus",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0.0,RK NIKA realitní kancelář,622.1176470588235,11942,94.0,40 m2,1.0,Plynovod,273.0,,,,160.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.5997268,15.3237265,3490000,,,True,,,,,,,,True,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,,,,
12791,hodonin,"rodinne-domy
",Cihlová,Dobrý,Řadový,Klidná část obce,Přízemní,1,126,45.0,,,,"Silnice, Autobus",Třída G - Mimořádně nehospodárná,Částečně,,"Reality GAIA, spol. s r.o.",1989.5833333333333,13220,206.0,1,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.025823,17.263931,2200000,,,True,,True,,,,,,True,,,,,,,,True,,True,,,,,,,True,,,,,,,,True,,,,
